141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275

2405669.1895833,2406356.1798611,2407043.1694444,2407730.1409722,2408417.11875,2409104.0777778,2409791.0194444,2410478.0027778,2411164.9895833,2411851.9458333,2412538.9138889,2413225.9069444,2413912.8527778,2414599.8229167,2415286.8145833,2415973.7833333,2416660.7458333,2417347.7263889,2418034.6729167,2418721.6465278,2419408.6513889,2420095.6284722,2420782.5805556,2421469.5576389,2422156.5166667,2422843.4625,2423530.4458333,2424217.4354167,2424904.4104167,2425591.3826389,2426278.3506944,2426965.2909722,2427652.2666667,2428339.2604167,2429026.2263889,2429713.1888889,2430400.1888889,2431087.1409722,2431774.1,2432461.0909722,2433148.0659722,2433835.0236111,2434522.0034722,2435208.9555556,2435895.9138889,2436582.9145833,2437269.8979167,2437956.8506944,2438643.8229167,2439330.7923611,2440017.7368056,2440704.7145833,2441391.7083333,2442078.6909722,2442765.6583333,2443452.6347222,2444139.5756944,2444826.5423611,2445513.5388889,2446200.5104167,2446887.4645833,2447574.4583333,2448261.4194444,2448948.3673611,2449635.3534722,2450322.3354167,2451009.2944444,2451696.2729167,2452383.2368056,2453070.1854167,2453757.1833333,2454444.1756944,2455131.1347222,2455818.1006944,2456505.0798611,2457192.0236111,2457878.9895833,2458565.9805556,2459252.9666667,2459939.9298611,2460626.9069444,2461313.8534722,2462000.8083333,2462687.8034722,2463374.7847222,2464061.7388889,2464748.7263889,2465435.7027778,2466122.6479167,2466809.6305556,2467496.6208333,2468183.5819444,2468870.5513889,2469557.5236111,2470244.4638889,2470931.4513889,2471618.4479167,2472305.4104167,2472992.36875,2473679.3506944,2474366.2986111,2475053.2569444,2475740.2465278,2476427.2416667,2477114.2083333,2477801.1875,2478488.1458333,2479175.09375,2479862.0826389,2480549.0694444,2481236.0236111,2481923,2482609.9854167,2483296.9263889,2483983.8986111,2484670.8895833,2485357.8534722,2486044.8166667,2486731.7944444,2487418.7388889,2488105.7208333,2488792.7229167,2489479.6965278,2490166.6527778,2490853.6347222,2491540.5916667,2492227.5409722,2492914.5263889,2493601.5236111,2494288.4916667,2494975.4625,2495662.4277778,2496349.3659722,2497036.3444444,2497723.3368056
